id;username;text;created_at;;;;;;;;;;;;;;;;
620;@IbuLilis-rp3xi;HATI2  CONTOH CORONA   DITIPU    VSKSIN  UNTUK  MEMBUNUH  SRCADA  BERTAHAP   KLO SAKIT  MENDINH BRROBAT  SENDIRI   JGN  MAU  DI GRATIS  ATO  DI VAKSIN BYP  DIBAYAR,   HERAN KAM,, HATI2   KITA  DITIPU   SI  MISTER  DI UYUS  DR  NEGARA  CHINA   DENGAN  DALIH  S MR  ORG TERKAYA  DIDUNIA    JGN  MAU  DIBEGOIN   HATI2  VSKSIN APAPUN  ,DULU  CORONA  JUGA    NIPU,   ORANG  INDONESIA  MAU  BAE  DI  TIPU  DI  KADALIN  DGN  VAKSIN  HATI3  VAKSIN  TBC  JHN MAU;2025-05-15T03:09:20Z;;;;;;;;;;;;;;;;
621;@masjrong5885;proyek bangsat ini.selalu menekan dan bikin susah bikin goblok rakyat ini .tangkap itu pelaku yg memasukkan program vaksin itu.covid itu bisnis yg menekan rakyat.tangkap semua.ini kejahatan didalam negara yg bermain orang dalam.rakyat muak;2025-05-15T02:33:39Z;;;;;;;;;;;;;;;;
622;@januri629;Data kematian BGS gak jelas, orang mati kecelakaan, dibilang karena TBC, seperti zaman covid, orang mati jatuh dibilang kena civid, orang mati karena melahirkan dibilang kena covid <br>Tolak vaksin !!!!;2025-05-15T00:34:47Z;;;;;;;;;;;;;;;;
623;@bapaqghaaziy6780;Apakah ada  perjajian yg menguntungkan bila vaksin  ill gate gagal  buat pasien ?? Mohon publikasi isi perjanjian nya;2025-05-14T23:54:17Z;;;;;;;;;;;;;;;;
624;@yuliantopml1232;Ngibul aja lah.;2025-05-14T23:42:26Z;;;;;;;;;;;;;;;;
625;@safrudinr5740;Suntik duluh pejabat  istri anaknya  ..rakyat ngga mau di bodohkan seperti kovid.Indonesia negara tai kucing;2025-05-14T22:58:37Z;;;;;;;;;;;;;;;;
626;@Blackboom2012;Skip kalo pemerintah yg jelasin kang tipu;2025-05-14T22:47:18Z;;;;;;;;;;;;;;;;
627;@tutusernawati1066;Sekarang hati2 klo flu di TBC kan;2025-05-14T22:12:43Z;;;;;;;;;;;;;;;;
628;@Buahorganikmedan;Yang mematikan masyarakat itu bukan penyakit tapi karna gak makan pukimak.;2025-05-14T22:12:07Z;;;;;;;;;;;;;;;;
629;@andirijal9033;Untungnya vaksin covid tak satupun masuk ke tubuhku selama hampir 3 tahun pandemi.;2025-05-14T21:36:36Z;;;;;;;;;;;;;;;;
630;@MariaJarjaz-jm8hf;preettt;2025-05-14T20:27:50Z;;;;;;;;;;;;;;;;
631;@selitaglorya9410;pemimpin busuk;2025-05-14T20:13:31Z;;;;;;;;;;;;;;;;
632;@teddy_wannaru1990;y kau saja dlu yg jd  tikus prcobaan sma smua menteri2 yg  trutama pra korup itu 🐁🤮🤮;2025-05-14T19:55:22Z;;;;;;;;;;;;;;;;
633;@AbidiAbidi-u9e;Uda gak percaya bahwa Allah itu ada;2025-05-14T18:09:38Z;;;;;;;;;;;;;;;;
634;@tonnyasgar678;Klw memang blm tau cocok tdk nya vaksin ini untuk masyrakat kita knp pa mentri tetep kita hrs d vaksin....ksh penjelasan yg bs d cerna oleh masyarakat ....;2025-05-14T17:21:41Z;;;;;;;;;;;;;;;;
635;@ReziAnada;Omong kosong banyak rs kemaren yg tidak terkena covid di vonis covid,,<br>Sudahlah pemerintah ini pikirin saja indonesia bisa maju gk sah yg lain 😂;2025-05-14T17:03:00Z;;;;;;;;;;;;;;;;
636;@anisletuna5784;SYA SLLU INGAT KATA2 BAPAK DARMA PONGREKUN..beliau perna mengatakn Di bln mei akan ada vaksin dan 100% terjadi;2025-05-14T16:42:51Z;;;;;;;;;;;;;;;;
637;@Clipmaster0407;inget guys dulu BG prnah bahas soal depopulasi 🤭;2025-05-14T16:33:51Z;;;;;;;;;;;;;;;;
638;@user123-xp1kj;Kabinet suruh uji coba vaksin tbc;2025-05-14T15:41:35Z;;;;;;;;;;;;;;;;
639;@botgamers4140;Vaksin covid juga gw kagak, apa lagi ini vaksin tbc. SORRY YEE SORRY YEEE BILL GATE😂;2025-05-14T15:30:26Z;;;;;;;;;;;;;;;;
640;@antonarsenio1873;Njir pemerintah mikirnya sukses mulu.. Tender lu kantongin tar giliran rakyat lu jdi mayat akibat vaksin paling bisanya bilang ini musibah.. Zholim zholim..;2025-05-14T14:17:13Z;;;;;;;;;;;;;;;;
641;@abdi2992;Itu sama saja pak klu rakyat sebagai kelinci percobaan, cuma kalimat anda dibelok belokkan, Apalagi utk berpartisipasi dlm penggunannya..;2025-05-14T14:14:18Z;;;;;;;;;;;;;;;;
642;@jokosantoso7015;BARU BERAPA BULAN  MENJABAT SUDAH MUAKKK SAJA SAMA PEMIMPIN NEGRI INI;2025-05-14T14:02:51Z;;;;;;;;;;;;;;;;
643;@BobMarley-cm7uu;Dia bukan dokter dia pedagang yang pasti dia kejar cuan;2025-05-14T13:55:53Z;;;;;;;;;;;;;;;;
644;@ahimsahanif6484;Karna kita rakyat punya perwakilan yg namanya De pe er Coba suntikan dlu ke mereka. Jangan takut teman2..;2025-05-14T13:55:26Z;;;;;;;;;;;;;;;;
645;@okeohno1641;Kenapa harus rakyat yg jadi korban.<br>Pada banyak rakyat yg menolak..;2025-05-14T13:51:46Z;;;;;;;;;;;;;;;;
646;@romdanihbae2029;Knp ga kamboja aja buat uji coba,;2025-05-14T13:40:37Z;;;;;;;;;;;;;;;;
647;@shieladarwis5149;Percobaan harusnya para Mentri noh duluan...ma wapres Ben metong ndisik😂;2025-05-14T13:35:21Z;;;;;;;;;;;;;;;;
648;@suryonoyono1537;Jawabane ra komoeten,,mentri sak keluargane kon vaksin;2025-05-14T13:13:14Z;;;;;;;;;;;;;;;;
649;@SamiRahayu-v2b;Biar aja bu pak  dak usah saya pademik kearen  saya jadi gak bisa kerja kaya belum paksin tuhan maha tau pak mekes bp dulu yg di sutik;2025-05-14T12:56:33Z;;;;;;;;;;;;;;;;
650;@albertsutanto1419;Penipu Tingkat internasional saya dr awal tlh menolak vaksin covid 19 plus vaksin yg akan datang;2025-05-14T12:52:37Z;;;;;;;;;;;;;;;;
651;@ArdibintomarisaHasriana;Yang harus di uji coba menkes nya dulu dan jajarannya...;2025-05-14T12:36:03Z;;;;;;;;;;;;;;;;
652;@maxilainata387;Kenapa kita orang Indonesia selalu berpikir Negatifnya duluan?? TBC ini adalah penyakit menular yang menjadi mesin pembunuh, kasihan mereka yang telah mengidap TBC, Harus menderita berbulan - bulan untuk melawan TBC, apabila mereka menularkan kepada orang2 terdekat, kerabat atau keluarganya akibat dari informasi sesat dan kita tidak melakukan apa2 untuk memberantas TBC dengan menggunakan akses Vaksin Bagus ini, 5 tahun lagi Rakyat Indonesia sakit TBC lebih dari 50 % penduduknya,,,,apa gak bahaya???;2025-05-14T12:26:54Z;;;;;;;;;;;;;;;;
653;@MarjukiRealme;Nayawa di buat uji coba pikir dulu pk ini nyawa rakyat di pertaruh kan entah jangkah pendek maupun jangkah panjang;2025-05-14T12:25:33Z;;;;;;;;;;;;;;;;
654;@eddywarman4576;Rakyat negeri ini, di jual di gadaikan oleh penguasa utk jadi kelinci percobaan dg imbalan duit hibah 2,5triliyun yg masuk kantong...<br>Rakya amerika aja tdk mau jadi kelinci percobaan vaksin tbc produk amerika..<br>Beginilah jika milih pemimpin mantan penculik rajanya kkn   nipuiin rakyat, kekayaan alam di gadain sampai rakyat nya sendiri dia gadain jadi kekinci percobaan demi memperkaya diri...<br>Bukan rahasiah umum , setiap yg bikin resep obat tertentu pasti dpt duit imbalan dri produsen obat ituuu;2025-05-14T12:24:13Z;;;;;;;;;;;;;;;;
655;@mudmud132;Ora sudi pak dvaksin ,vaksin itu hya u/ mengendalikan  kta jgn mau...gila ini ,ini mlangar ham ..memaksa orang u/ vaksin peejabat  apa g mikir ,kta udah dkarunia dri allah daya tahan tubuh alami ngapain pakai vaksin ini ma buat bisnis ,g sudi sy mudah&quot;;;;;;;;;;;;;;;;;
656;@liakayla-z7o;Aneh jua ne supaya kita cepat matian buhanya ae jdi jgn mau dvaksin,hmmmmmmmmm,suruh anak2 pjbat aj kita jgn mau;2025-05-14T11:26:01Z;;;;;;;;;;;;;;;;
657;@Pancaregang-e3n1u;Jangan ikut2an bil gate.... Yahudi.... Insya allah kita mah aman;2025-05-14T11:21:38Z;;;;;;;;;;;;;;;;
658;@sachannel30;Kepentingan global,di jawab dengan gagap;2025-05-14T11:20:44Z;;;;;;;;;;;;;;;;
659;@sachannel30;Setiap manusia itu memiliki kekebalan tubuh langsung dari tuhan,,orang yg berada di hutan juga sehat2 pak tanpa vaksin tanpa obat2an;2025-05-14T11:19:32Z;;;;;;;;;;;;;;;;
660;@sachannel30;Program pengurangan jumlah penduduk dunia;2025-05-14T11:15:44Z;;;;;;;;;;;;;;;;
661;@MuhammadNoor-q5n;Ganti menteri budaknya who;2025-05-14T10:48:32Z;;;;;;;;;;;;;;;;
662;@dedemustopha8145;gw yg awam bakteri TBC ini bandel cok, tahan asam tahan basa. Klo disebar masar bisa jadi penyakit masal.;2025-05-14T10:44:39Z;;;;;;;;;;;;;;;;
663;@toronton2147;Kalau ada cacat, dan meninggal siapa yang bertanggung jawab karena make vaksin uji  Coba 😂😂😂;2025-05-14T10:23:39Z;;;;;;;;;;;;;;;;
664;@scorpio2727;Jawabannya muter ² and gak akurat by data🤦;2025-05-14T09:51:38Z;;;;;;;;;;;;;;;;
665;@OppoGroup-c6y;Uji coba dulu sama antek antek global itu;2025-05-14T09:50:09Z;;;;;;;;;;;;;;;;
666;@OppoGroup-c6y;Indonesia aman aman saja jangan dengarkan antek antek gloal itu ..;2025-05-14T09:48:15Z;;;;;;;;;;;;;;;;
667;@NisaArdani-c7w;Saya jg nggk pernah mau di vaksin;2025-05-14T09:47:31Z;;;;;;;;;;;;;;;;
668;@NisaArdani-c7w;Alloh udah memberikan kekebalan alami pd manuasia ngapain  pakek vaksin buatan manusia hadeh mikir susah banget;2025-05-14T09:46:52Z;;;;;;;;;;;;;;;;
669;@joejojhojhoan619;😄 pemerintah jual nyawa rakyatnya 😄;2025-05-14T09:08:57Z;;;;;;;;;;;;;;;;
670;@JohanJoe-i7t;Bill git SETAN ( IlUMINITY);2025-05-14T09:08:40Z;;;;;;;;;;;;;;;;
671;@aprilsabina2196;Kami manusia bukan klinci se enaknya mau buat percobaan fakzin;2025-05-14T08:23:25Z;;;;;;;;;;;;;;;;
672;@norris-i1i;Ih siapa yang mau coba luh, gede rasa amat luh jadi orang;2025-05-14T09:09:04Z;;;;;;;;;;;;;;;;
673;@aprilsabina2196;Tolak fakzin tbc dari asiiing;2025-05-14T08:18:30Z;;;;;;;;;;;;;;;;
674;@tettyannyhotmida35;TOLONG SAMPAIKAN MENKES, OBAT YANG DIBUTUHKAN PASIEN SAAT INI SAJA YANG DIPIKIRI. DARI MINGGU KE MINGGU OBAT BERPULUH JENIS KOSONG MELULU. APA BPJS UDAH BANGKRUT,  ATAU HANCUR;2025-05-14T08:12:36Z;;;;;;;;;;;;;;;;
675;@shushiati6756;Saya mau mati karna allah swt.❤<br>Dan bukan karena vaksinasi. Titekk;2025-05-14T07:42:43Z;;;;;;;;;;;;;;;;
676;@norris-i1i;Iya iyaaaa terserah luh, gw sih perintah semua anak gw vaksin titik 😘;2025-05-14T09:09:43Z;;;;;;;;;;;;;;;;
677;@Ensl-b8m;kalau dah buat klarifikasi ya ytta <br>mirip promosi covid.;2025-05-14T07:27:36Z;;;;;;;;;;;;;;;;
678;@SalimAim-e7f;Haa negara miskin bodoh mksd nya pak mentri? Gak bisa bikin obat penyakit sendiri? Miskin negara pak bowo? Mengjina!;2025-05-14T07:26:15Z;;;;;;;;;;;;;;;;
679;@Mansur-zf5qv;Suntik saja anakmu buat uji coba;2025-05-14T07:13:42Z;;;;;;;;;;;;;;;;
680;@Mansur-zf5qv;Anak mu nanti di uji coba pak oke jangan asal ngomong tapi anda tidak melakukannya di keluargamu;2025-05-14T07:13:14Z;;;;;;;;;;;;;;;;
681;@irmaroosyana7697;MENKESNYA  BUKAN DOKTER, BUKAN ORANG KESEHATAN TAPI BANKIR, ORANG KEUANGAN JADI ENGGA NGERTI KESEHATAN DAN ENGGA PEDULI KESEHATAN RAKYAT,  YANG PENTING TERIMA UANG, PECAT AJA SI BUDI, KALAU BUKAN AHLINYA YANG MEMEGANG SUATU URUSAN MEMANG HANYA KEHANCURAN SAJA YANG MENANTI SESUAI DENGAN HADITS NABI, BUDI ADALAH CONTOH NYATA DARI HADITS ITU.;2025-05-14T07:12:08Z;;;;;;;;;;;;;;;;
682;@Mansur-zf5qv;Kecil boz.. kematian TBC di indonesia yang banyak itu hibah nya sayang kalo di tolak dari bel gedes;2025-05-14T07:11:46Z;;;;;;;;;;;;;;;;
683;@caristrisetiyono853;Para keséhatan aja dulu YG di vaksin;2025-05-14T07:11:41Z;;;;;;;;;;;;;;;;
684;@hadihadi7492;Yang berobat orang yang sakit saja bos😅;2025-05-14T07:09:14Z;;;;;;;;;;;;;;;;
685;@Bardiman-xu4ce;menkes dan pejabat lainnya, kasih contoh rakyatnya, kalian divaksin duluan, dengan pemantauan umum dan independen;2025-05-14T06:22:14Z;;;;;;;;;;;;;;;;
686;@DavidSiregar-h4w;Kok repot kali bill gate urus org lain???;2025-05-14T06:12:33Z;;;;;;;;;;;;;;;;
687;@BOLD-e7S;Pengalihan Berita ....;2025-05-14T06:02:53Z;;;;;;;;;;;;;;;;
688;@BOLD-e7S;Senetron lagi....&quot;;;;;;;;;;;;;;;;;
689;@tvnongol547;Gk kepake menkes kaya gini enakan ibu Siti Fadilah yg jd menkes sdh terbukti lolos pandemi flu burung hanya dia yg brani lawan who dan negara lain mengakui kebenaran ibu siti fadilah.;2025-05-14T05:48:12Z;;;;;;;;;;;;;;;;
690;@ReonaldoNiko;Udalah Menkes !!!!!!!!!Cooivit itu buatan Para elit dan kerjasama dgnparamedis itu uangnya buat para pemimpin dan nyawa rakyat miakin jadi taruhannya sekarang TBC ??????? Gegara miskin dikorupsi para pejabat kalian durjana makan uang rakyat dan nyawa rakyat dicabut;2025-05-14T05:46:31Z;;;;;;;;;;;;;;;;
691;@tvnongol547;Uji coba vaksin tbc  sama bapak mentri kesehatan istri anak bapak smua coba tes dulu liat slma 3 th klo bagus bolehlah ke rakyat.;2025-05-14T05:41:01Z;;;;;;;;;;;;;;;;
692;@AinomaruZahida;Ogah mau d vaksin lagi;2025-05-14T04:44:15Z;;;;;;;;;;;;;;;;
693;@abdulyo1893;Negara miskin karena koruptor. Negara kita bukan negara miskin tapi dimiskinkan 😂;2025-05-14T04:24:59Z;;;;;;;;;;;;;;;;
694;@RahmadKopral;Jualan apa Pak???;2025-05-14T04:12:02Z;;;;;;;;;;;;;;;;
695;@Daigopetstreettv;Kita apresiasi  kehebatan menkes yang enggak ada gunanya. Enggak bisa nyiptain vaksin sendiri;2025-05-14T04:03:57Z;;;;;;;;;;;;;;;;
696;@ahmad_er602;"Menteri goblok <a href=""https://www.youtube.com/watch?v=GG-sRJM_jLE&amp";;;;;;;;;;;;;;;;;
697;@dededwi1583;Gemana ngga miskin pejabat korupsi ratusan ko trilyun satu orang avislah duit negara digigitin tikus rakus ngga kenyang kenyang belum lagi dari luar yang emas nikel bosit batu bata timah sawit la pokonya banyak kekayaan negara yang mubazir;2025-05-14T03:51:36Z;;;;;;;;;;;;;;;;
698;@dededwi1583;Alloh saja ngga pernah memaksa untuk patuh pada aturannya masa ini aturananusia maksa melebihi aturan Alloh mau ngga yang bikin aturan maksa kalo dia sendiri di paksa enak ngga di paksa;2025-05-14T03:44:15Z;;;;;;;;;;;;;;;;
699;@HusnulKhotimah-i4j;Cukup para pejabat divaksin  🤣;2025-05-14T03:36:28Z;;;;;;;;;;;;;;;;
700;@dededwi1583;Ya bil getes ngasih duit buat nyogok biar di bolehin nanti dapatnya dari jual faksin juga puluhan kali lipat dah gitu mudah masuk racun ke tubuh orang indo nabing mbunuh di lemahkan dulu secara perlahan;2025-05-14T03:26:19Z;;;;;;;;;;;;;;;;
701;@dedekustiawan1409;Ini mentri mending di ganti aj membuat cemas rakyat Indonesia, mending di ganti aj sama bu ida pauziayah ...dulu aj orang tua orang tua jaman dulu tidak vaksin lebih baik umur nya lebih panjang di banding kan orang tua jaman sekarang;2025-05-14T03:20:47Z;;;;;;;;;;;;;;;;
702;@dededwi1583;Ya masal makanya yang di deketi pemerintah biar ngluarin kebijakan wajib faksin biar mati masal mudah ke jako semua tanpa perang licik emang amrik biar pemerentah yang maksa rakyat wajib faksin kalo ngga faksin di cari sampai kolong;2025-05-14T03:18:52Z;;;;;;;;;;;;;;;;
703;@lamongan1710;Aku pribadi menolok buwat kelinci percobaan.. mending pemimpin dlu yg du uji coba baru rakyat&#39;;;;;;;;;;;;;;;;;
704;@dededwi1583;Ayo kita jangan mau terus di bodohi sama negara kafir yang ongin merebut Indonesia dengan cara alus tanpa perang karena mau menguasai fripot lagi mari rame rakyat kompak menolak di faksin jangan mau di bodohi sama amerika kenapa ngga di negara sendiri dulu;2025-05-14T03:12:07Z;;;;;;;;;;;;;;;;
705;@andrealini629;Sejahterakan rakyat, maka setiap rumah tangga bisa memberikan gizi dan kehidupan yg baik buat keluarganya masing², vaksin zat kimia pasti ada efek samping, pakai yg alami, jika masy makmur mereka bisa mencari makanan sehat atau obat²an alami sendiri tanpa perlu dpt hibah atau apalah itu mkaad dan tujuan trial² vaksin. Miris kali rakyat indo jadi tumbal, brantas korupsi, makmurkan rakyat. Pasti tingkat penyakit menurun. Allahuakbar! 😣;2025-05-14T03:07:58Z;;;;;;;;;;;;;;;;
706;@dededwi1583;Efektif untuk membunuh secara perlahan mana ada negara kafir mau baik sama muslim orang Amerika saja ngga boleh ke Indonesia karena udah tau kalo itu mau di bunuh cara perlahan kalo di indo kan nanti kena faksin ya jangan sama manusia di hewan dulu dong pak;2025-05-14T03:04:11Z;;;;;;;;;;;;;;;;
707;@mochhadikhilmi1617;Kadang kebohongan itu dibungkus dg sangat halus dan Indah.. Negara miskin rakyat buat kelinci percobaan  Bisnis vaksin.;2025-05-14T03:00:57Z;;;;;;;;;;;;;;;;
708;@DavidArdi-w8o;Kita sdh di jebak oleh aturan WHO n mnanda tangani ttg kbijakan kesehatan oleh PBB, dan vaksin ini semata2 konspirasi Yahudi n bisnis...;2025-05-14T02:59:31Z;;;;;;;;;;;;;;;;
709;@ariefsobondolo263;Meninggal karena penularan TBC tapi penduduk tetep bertambah logikanya dimana bro!;2025-05-14T02:59:28Z;;;;;;;;;;;;;;;;
710;@radenia_ap;Catat, kalau ini sukses;2025-05-14T02:59:23Z;;;;;;;;;;;;;;;;
711;@LamsinaSimanjuntak;ingat anak cucu kalau mau bikin n skenario lagi;2025-05-14T02:46:12Z;;;;;;;;;;;;;;;;
712;@LamsinaSimanjuntak;Sudah berapa meninggal Indonesia akibat xaksin?;2025-05-14T02:45:29Z;;;;;;;;;;;;;;;;
713;@LamsinaSimanjuntak;masih kurang orang Indonesia mati?;2025-05-14T02:44:22Z;;;;;;;;;;;;;;;;
714;@LamsinaSimanjuntak;Ingat Tuhan jangan cuman pengen berkuasa;2025-05-14T02:41:54Z;;;;;;;;;;;;;;;;
715;@LamsinaSimanjuntak;.AU mengurangi penduduk mau buang buang uang;2025-05-14T02:40:55Z;;;;;;;;;;;;;;;;
716;@LamsinaSimanjuntak;Tukang bohong;2025-05-14T02:39:47Z;;;;;;;;;;;;;;;;
717;@quranfirmansyah3809;Wong sehat2 aja masyarakat...kalaupun ada yang terjangkit tbc, cukup diobatin oleh Menkes..jgn yg sehat malah dikasih vaksin...;2025-05-14T02:27:07Z;;;;;;;;;;;;;;;;
718;@Ferydmk-e6w;Shalom, nama saya Ferry vewe Hermanto Damanik, no rek BRI JAKARTA KREKOT: 026101064242509, mohon donasi uang untuk biaya perobatan jalan karena tulang dada saya retak dan leher dll, usia saya 48 tahun, bila berkenan berdonasi uang untuk biaya perobatan saya dihimbau caranya dengan transfer langsung ke rekening saya dan tidak diberi langsung dan tidak dititip kesiapa juga, saya di PHK tanpa SP1, 2, tanpa surat PHK dari RS Advent bdg, 2014 SD 2025 Mei 15,  tidak pernah diberi  gaji, thr, dll dalam masa proses pengurusan hak saya, apakah saya di PHK karena pernah kritik Pertamina hutang di RS Advent bdg 2013, korupsi ,obat alkes, gedung bocor, aset ,salah obat, dll, status RS Advent bdg apa, bagaimana pajak, subsidinya? Waspadai modus penipuan dengan meniru wajah dan mengaku sebagai saya dan diarahkan ke peniru wajah,apakah untuk merampok donasi uang untuk saya dan merampok hak saya, dll? Apakah RS Advent bdg berada dibalik, waspada pada video editan yg disebar dugaan agar saya tidak ditolong dan dugaan menutupi kejahatan pelaku pembawa pisau tanpa ijin dan salah gunakan senjata tajam dan melukai dll, pasal berlapis ,apakah data obat alkes -2013 SD ,,,ada ??? Pesan untuk familiku sahabat, waspada darurat ketat bahaya, dugaan komplotan oknum sudah ada di famili dan orang luar yg bergabung, sudah masuk, famiki waspada, makan minum dibuat obat tidur obat perangsang, waspada santet tusuk jarum, waspada peniru wajah, meniru wajah yang sudah meninggal juga, dll, waspada modus dibuntingi baru nikah, atau dijebak wanita bunting tp disuruh tanggung jawab, dugaan masuk dari hak ini ,besar, adanya upaya membunuh saya berulang 2 dan santet tusuk jarum tiap hari dugaan pekerja jaringan ada oknum, waspada komplotan penipu,peniru wajah juga diduga merampok donasi uang untuk saya dan peninggalan orang tua leluhur target oknum , bapak ibu saya sudah lama meninggal, dilihat tidak ada bantuan uang dari famili ke saya padahal rontgen sudah lama saya titip dirumah pak Otto Hasibuan Peradi Wakil Mentri, dan surat saya tidak pernah dibalas, ini sangat bahaya, dihimbau bersihkan pekerja di famili dari mulai ,asisten rumah tangga, security, sopir, pekerja jaga rumah ,angkutan umum waspada,pakai hikmat Tuhan, tidak perlu mencari saya, cukup tau informasi saja, waspada makan minum dibuat obat tidur obat perangsang, dugaan oknum usia muda mudi dan berumur komplotan oknum ad;2025-05-14T02:22:51Z;;;;;;;;;;;;;;;;
719;@NgrombengOfficial;"<a href=""https://www.youtube.com/watch?v=GG-sRJM_jLE&amp";;;;;;;;;;;;;;;;;
720;@muhammadfauzi7526;mulai...;2025-05-14T01:47:29Z;;;;;;;;;;;;;;;;
721;@hendryadi6876;Tolong pak di uji di presiden dpr/mpr jajaran mentri dan semua keluarganya dulu pak;2025-05-14T01:21:38Z;;;;;;;;;;;;;;;;
722;@anungbraman77;Cobak lihat mukaknya;2025-05-14T00:49:11Z;;;;;;;;;;;;;;;;
723;@indo-st8xc;RAKYAT GAK BUTUH VAKSIN,RAKYAT BUTUH PEKERJAAN,KAMI RAKYAT INDONESIA TOLAK VAKSIN APAPUN;2025-05-14T00:48:31Z;;;;;;;;;;;;;;;;
724;@agungarbiyanto367;coba ditanya bapaknya sudah divaksin juga belum ??;2025-05-14T00:06:07Z;;;;;;;;;;;;;;;;
725;@muhammadrajab4438;Vaksin covid tdk bisa menjadi hujjah atas efektifitas vaksin, sebab banyak juga yg tdk vaksin covid sehat2 saja. Semua itu konspirasi untk keuntungan. <br><br>Jangan mau dijadikan kelinci percobaan. <br><br>Sebaiknya pejabatnya dulu yg divaksin.;2025-05-13T23:32:00Z;;;;;;;;;;;;;;;;
726;@comando376;tubuh manusia sdh ada Vaksinnya;2025-05-13T23:31:10Z;;;;;;;;;;;;;;;;
727;@comando376;Vaksin ini ada unsur Babinya;2025-05-13T23:30:28Z;;;;;;;;;;;;;;;;
728;@ngawurchanel04;Anda dulu Kemenkes yg harus melaksanakan vaksin dan kami akan menyaksikan 1  - 2 buln kedepanya ap yg akn terjadi kpd mu keme kes;2025-05-13T23:21:56Z;;;;;;;;;;;;;;;;
729;@maulanaherman1311;Taek;2025-05-13T22:47:43Z;;;;;;;;;;;;;;;;
730;@miftahulaliyah9302;Divaksin tambah banyak yg sakit,meninggal,itu namanya membunuh secara halus,semoga pemerintah bertobat dari vaksin,sbb membunuh tanpa haq tempatnya dineraka pak,semoga kalian para pejabat yg mengizinkan vaksin bisa bertobat,sbb ini pembunuhan;2025-05-13T19:57:54Z;;;;;;;;;;;;;;;;
731;@miftahulaliyah9302;Kalau mau sehat jgn divaksin,makan minum yg bergizi,minum susu,air minuman rimpang, madu,makan buah dan sayuran dan berdoa,jadi gk perlu vaksin pak;2025-05-13T19:54:39Z;;;;;;;;;;;;;;;;
732;@miftahulaliyah9302;Tolak vaksin,jgn mau divaksin,sbb banyak kejadian setelah divaksin sakit dan meninggal dunia;2025-05-13T19:52:16Z;;;;;;;;;;;;;;;;
733;@Angkringan_AJ;Alhamdulilah saya gek pernah vaksin;2025-05-13T18:38:05Z;;;;;;;;;;;;;;;;
734;@iwansetiawan-jc4fm;banyak yg ga vaksin sehat....<br>banyak yg vaksin mati jg....<br>tergantung kesehatan masing2 kale...<br>klo yg suka mager jarang olah raga , ga kena sinar matahari naaah itu...ituu....kehantam virus langsung KO dah.<br>tbc rutin minum susu kambing  InshaAllah lenyap.;2025-05-13T18:10:47Z;;;;;;;;;;;;;;;;
735;@norris-i1i;ALHAMDULILLAH YAH, MAYAN ANAK GW BISA DI VAKSIN 😘😘😘😘😘;2025-05-13T18:06:41Z;;;;;;;;;;;;;;;;
736;@norris-i1i;YOK WARGA INDONESIA, SEGERA VAKSIN 😘😘😘😘;2025-05-13T18:01:26Z;;;;;;;;;;;;;;;;
737;@norris-i1i;TERIMA KASIH BANGET KEPADA BILL GATES, NEH ANAKKU AKAN SEGERA DI VAKSIN 😘;2025-05-13T18:01:00Z;;;;;;;;;;;;;;;;
738;@endahcahyani818;Contohnya utk pasien2 yg sudah sakit parah....lha ini vaksin utk orang2 yg sehat...dimana logikanya...khan enggak bisa disamakan;2025-05-13T18:00:46Z;;;;;;;;;;;;;;;;
739;@Liverpoolfc1233;Sebelum rakyat coba suntikan dulu sama Mentri yg sedang bicara ini ingin tahu reaksi nya tu obat;2025-05-13T17:43:16Z;;;;;;;;;;;;;;;;
740;@DianPermatasari-d2z;Bill Gates tukang obat bukan penemu Épèl;2025-05-13T17:33:38Z;;;;;;;;;;;;;;;;
741;@JeremoAsni;Bill gates : permasalahannya ada di populasi manusia<br><br>Elite global : dimana populasi terbanyak didunia<br><br>Bill gates : china, india, indonesia<br><br>Elite global : china negara kuat, india juga kuat, kita coba indonesia aja yg masyarakat nya goblok, suap pejabat nya semua lancar;2025-05-13T17:21:47Z;;;;;;;;;;;;;;;;
742;@rikidarmawan1988;Jualan HMVP ga laku diberita berita indo karena banyak bukti dr wni yg kerja di china yg katanya disana baik baik aja ga seheboh di berita indo , strategi baru besar2kan soal TBC , suntik2kan cairan maha benar itu menurut pro  who tanpa transparansi isi kandungan nya, efek negatif nya disensor , selalu dikatakan aman dan halal yg akhirnya setelah sekian tahun banyak masyarakat mengeluh sakit2an setelah dulu wajib suntik cairan pemaksaan itu , sampai muncul berita astrazeneka , phizer , dll mengumumkan produknya berbahaya , bahkan sudah dituntut dipengadilan luar negeri sana , tp karena paten yg dibuat gerombolan billgate kebal hukum makanya tdk bisa digugat , sampai trumph keluar dari who dan anti vaksin bgtu pun menkes amrik antivaksin juga , mkanya bill gate ga berani buat mengujicobakan produk2nya di amerika;2025-05-13T16:38:59Z;;;;;;;;;;;;;;;;
743;@Stg926;Menteri dan keluarga nya saja yang di suntik vaksin TBC. Saya dan keluarga saya tidak mau;2025-05-13T16:18:52Z;;;;;;;;;;;;;;;;
744;@RajaKomodo-qs4fe;&quot;;;;;;;;;;;;;;;;;
745;@Kbungkus;vaksin Menkes saja jgn rakyat kecil;2025-05-13T16:10:10Z;;;;;;;;;;;;;;;;
