id;username;text;created_at
282;@belawanSMD;Kalau nt masyarakat tdk mau di vaksin tdk boleh naik pesawat dan kapal laut kan anjing kalian itu;16/05/2025 11:55
283;@ndaffa85;Keluarga menkes sama pejabat2 pemerintahan aja yg jadi uji coba vaksin kalo bermanfaat baru ke rakyat.;16/05/2025 11:10
284;@trizartha168;Aneh orang sehat koq dipaksa hrs menerima vaksin..rakyatnya di korbankan buat uji coba.knp ga uji coba ke si pencipta vaksin nya dulu aja;16/05/2025 10:28
285;@Luke7L;Prinsip saya : tidak akan menerima vaksin apapun. Apa iya Tuhan menciptakan tubuh manusia begitu rentan, rapuhnya sehingga harus di vaksin begitu banyak, kasian bayi2 kita. Yg penting jaga asupan gizi, gaya hidup sehat, kesadaran akan kesehatan tubuh.;16/05/2025 09:35
286;@Luke7L;Waduh menkes spt ini ?;16/05/2025 09:31
287;@bagussusilo8477;waspada disusupi kepentingan israel dan  yahudi dimasuki nano robot dan konspirasi intenasional;16/05/2025 09:23
288;@CherryBeauty-z5k;Dia menyembunyikan sesuatu ..;16/05/2025 09:05
289;@akunformalitas;Siapa lagi di sini yang belum pernah vaksin covid<br>????;16/05/2025 08:58
290;@sriyesusdahsyatsulastri9324;Menkesnya sm kelnya dlu ,termasuk anak cucunya ,Menkes sdh dapet bagian brp ,ingat pak rakyat bukan orang goblok ,Mlah Lebih dri anda sdh pinter jng dikadalin;16/05/2025 08:51
291;@ibnuhisyam9442;Biar tidak kena TBC yang bener jangan miskin. Solusinya bukan vaksinasi tapi peningkatan kesejahteraan.;16/05/2025 08:41
292;@LILA_MANIEEZZ;vaksin tbc perlu di sosialisasikan di perusahaan2 swasta asn ,, tentu harus di tes dahulu bagi yg positif tbc tentunya tidak bisa di vaksin ,, vaksin untuk mencegah memberi kekebalan bukan untuk ngobatin ,,;16/05/2025 08:40
293;@dreborn44;Lu percaya ucapan ini menteri titipan para bisnis opportunis kapitalis dinegeri ini? Dia gak ada lulusan farmasi.., tapi dy pikirin cuan dgn rela mengorbankan masyarakat bukan uji coba ke keluarganya dulu.;16/05/2025 08:11
294;@KhalilaZahra12;Saya TOLAK valsin TBC;16/05/2025 08:08
295;@iswanjazuri3033;Pak presiden beserta menterinya beserta keluarganya paling dulu disuntik monggoooo rakyat tunggu;16/05/2025 08:01
296;@fairusmarie2978;Waduh,kan SDH di vaksin covid,gak kelar kelar nih,kita manusia  gak kuat divaksin Mulu, buat negara nyavdaja deh, kasihan kita sudah capek sama vaksin,kita bukan kelinci;16/05/2025 07:56
297;@zulkarnainmarbun7296;Salah semua yang di bilang borjong ini...pecatttttt;16/05/2025 07:47
298;@desta4406;Org yg mendukung si Menkses ini berarti oon. Paham yaaa harus pintar kita sekarang...m kesehatan ini bukan katak perbankan yg targetnya gila2an utk dikejar, dan menghalalkan segala cara. Asal kalian tau ajaaa;16/05/2025 07:43
299;@YaniRahtullah;USA ingin menghancurkan Indonesia;16/05/2025 07:38
300;@JOKOSUSILO-tx4ob;Yang perlu d perhatian adalah pergeseran pola hidup, coba lihat anak usia 12th-18th sudah jd perokok yg dpt menurunkan imun tubuh, tbc sudah ada obatnya,;16/05/2025 07:26
301;@erinnberlina4712;Perbuatan buruk jahat akan menyiksa dirinya sendiri ada yg 2 jam dikubur ingin di pindahkan mata sudah keluar ada yang seminggu di kubur ingin di pindahkan kain kafan hancur hangus seperti cambukan api darah hitam berceceran ada yang Puluhan tahun dikubur dlm peti peti mati hancur berubah menjadi mengerikan Allah SWT memberikan banyak bukti bukti nyata adanya siksa kubur Allah SWT memberikan banyak bukti bukti nyata adanya siksa kubur, banyak orang yang mati suri ruhnya di perlihatkan dirinya sendiri sudah mati dan di perlihatkan neraka dan surga Allah SWT memberikan bukti nyata adanya neraka dan surga Allah SWT maha mengetahui perbuatan manusia selama hidup di dunia harta berlimpah jabatan tidak bisa menolong umur bertambah ajalpun semakin dekat;16/05/2025 07:23
302;@AqillaHarrin;Coba lihat omongan direktur bio farma.... Selama ini belum ada industri farmasi yg berhasil uji kkinis tahap 3. Tapi ujug2 dan sekonyong2 ada lembaga yg sdh mampu lalui uji klonis tahap 3 dan menggebu2 ingin di uji cobakan pada masyarakat indonesia dan momen nya tidak jauh dari kedatangan bill gate. Kira2 siapa yg goblok pak .....;16/05/2025 07:22
303;@nitnittata8407;Tolak vaksin gk perlu, kalau mau sehat ,minum minuman herbal;16/05/2025 07:13
304;@King-Adellano;Vaksin 1 2 3 corona , sekarang badan2 ku terasa cepat capek dan tangan bergetar , gampang pusing kerja keras dikit ( kira2 bapak menkes mau tanggung jawab memulihkan badan ku seperti sedia kala ? );16/05/2025 07:09
305;@belawanSMD;Cek gula darah om ????;16/05/2025 11:50
306;@King-Adellano;@@belawanSMDnormal;16/05/2025 12:19
307;@draktiviar6953;????????????????????;16/05/2025 06:38
308;@ghozli;Ya konspirasi yg sengaja ditujukan untuk negara pencari hibah, lemah dan tidak berdaulat;16/05/2025 06:37
309;@dahrilququdni3498;bisnis vaksin dibungkus bantuan. didukung oleh undang undang;16/05/2025 06:26
310;@Rehansukagamon;Pak Menkes uji coba keluargamu saja jangan ke masyarakat Indonesia;16/05/2025 06:15
311;@rendikalila8395;klo pandemi dibuat2 lg, nakes jadi banyak duit, cuan bos;16/05/2025 04:53
312;@Wanda-v8g;Tak usah masyarakat dulu keluarga pak menkes dulu yang di faksin,;16/05/2025 04:06
313;@kurnia4547;Halah ... Ojo ngawur.;16/05/2025 03:20
314;@HeriawanAwan-b9s;Kata lord rangga bilgats mengundurkan diri. Dan vaksin harus di bawa  dulu ke BNdung. Ahirnya bener. Jadi kelenci percobaan. Dan gue udah bosen di vsksin covid;16/05/2025 03:13
315;@SatrioWinget-j9r;Meninggal itu  urusan tuhan bangsa kita ini bangsa yang bertuhan;16/05/2025 02:28
316;@SatrioWinget-j9r;Heii budi lo aja yg coba kami rakyat gk mau;16/05/2025 02:27
317;@al-ghazalialgha5856;Prabowo sama gibran saja yg di uji coba,,,;16/05/2025 01:19
318;@KandarMunadi-g5x;Masuk ruang isolasinya juga super ketat ini malah jadi bahan uji coba di indo... Oke kalau ampus gimana kalau gagal? Menurutku jangan sih...;16/05/2025 00:34
319;@Edr851;Alhamdulillah saya sehat, saya tak mau di Vaksin, jgn memaksa kehendak.;16/05/2025 00:14
320;@Edr851;Alhamdulillah saya sehat, kenapa saya harus di Vaksin;16/05/2025 00:12
321;@eddyhalapiry2559;Bahaya.... Siap siap aja rakyat tumbang satu persatu...;15/05/2025 23:55
322;@TokoShope.ImmanuelLydia;Kelinci percobaan atau tidak?? <br>Knp tiba tiba heboh bahas TBC?;15/05/2025 23:14
323;@UmanHaeruman-r1h;Berharap yang datang investasi di IKN, yang datang investasi TBC...vangkeeee,,,vangkee.;15/05/2025 22:27
324;@dodywibowo1066;vakzin pdhl viruz buat mnrunkan kwalitas otak.. Bkin otak jd dongo.. ????;15/05/2025 22:25
325;@hendrapositif2817;Mongol sudah pernah bilang satanik akan memberi antivirus secara global melalui bilgeat.;15/05/2025 22:23
326;@netral2552;MAVIA BISNIS VAKSIN MULAI MENYUSUN SETRATEGI,.SILAHKAN UJI COBA KE SELURUH ANGGOTA DPR DAN PARA KORUPTOR,.;15/05/2025 22:15
327;@dwina657;Bill gate  mengapa nggak kau urus kau coba rakyat di negerimu ??;15/05/2025 22:13
328;@DeniIrawan-y6o;Gw vaksin covid aj ogah,apa lgi ini;15/05/2025 21:52
329;@sisirider2739;Ini menkes budaknya si Klaus Schwab...asbun ...kip zonder kop...kluargamu saja Budi di suntik...yg kau sebut vaksin...;15/05/2025 21:37
330;@arisabidin-y1e;MENKES tukang  tipu2 CUAN CUAN;15/05/2025 21:34
331;@arisabidin-y1e;Menkes sok pinter orang dr Siti Fadilah efek samping vaksin banyak gejala penyakit baru  Menkes  ngomong hoax;15/05/2025 21:31
332;@ramadanichannel8902;Uji coba ke pejabat2 aja dulu baru ke msyarakat;15/05/2025 21:27
333;@LorenaWati-l9f;Si Yahudi pembohong dan ahli rekayasa kongkalingkong dgn .......Alqur,an sudah mengimformasikan .apmasih di percaya.nanti di akherat mereka akanempertanggung jawabkan nya dgn begitu berat azab kebohongonganndan kemufikannya.;15/05/2025 21:23
334;@defaalmo2646;Ga jadi masalah asal di uji cobakan ke semua pejabat negara dulu dgn secara terbuka dan setelah efeknya kelihatan minimal 1thn jika mau di berikan ke masyarakat;15/05/2025 21:10
335;@Masloker001;ini orang bodoh semua... mau uji coba kok langsung massal.. bodoh... uji coba itu 2 orang, 1 yang udah tbc dan 1 yang belum tbc.. dan mereka harus dijamin kontrak sekian milyar buat jaminan hidupnya.. lihat efeknya bagaimana.. jangan langsung massal.. bodoh bgt sumpah yakin;15/05/2025 20:49
336;@hamdint8258;SUNTIK VAKSIN TBC KE PEJABAT NEGARA DULU PAK;15/05/2025 20:45
337;@hamdint8258;NAIK PESAWAT WAJIB VAKSIN, URUS INI ITU WAJIB VAKSIN;15/05/2025 20:44
338;@dardaridardari485;SANGAT MENAKYTKAN VIRUS PA ITU;15/05/2025 20:44
339;@muhamadyasin4353;Ho ternyata negara kita masih miskin bos .katanya negara maju .jaman kemasan. Jangan  lah difaksin;15/05/2025 20:43
340;@hamdint8258;PERANG BIOLOGIS, GERAKAN SENYAP LENYAPKAN RAKYAT INDONESIA;15/05/2025 20:42
341;@sufi2277;Negoroe arep digondol yoo????;18/05/2025 14:15
342;@muhamadyasin4353;Hati 2 dengan vaksin TBC. Saya engga divaksin waktu covid sehat aja .;15/05/2025 20:42
343;@alihusin5424;MENKES DULU AJA YANG DI SUNTIK VAKSIN INI...JANGAN BANYAK BICARA PAK MENKES...apalagi masalah sains..gak nyambung;15/05/2025 20:16
344;@hariritv;"Jangankan hanya KEMENTRIAN KESEHATAN YG NGOMONG..<br>WHO SEKALIPUN GW GA SEDIKTPUN PERCAYA..<br>Karna semuanya bagian dri system kapitalis..<br>Jangan lupa perusahaan &amp; konglomerat pembuat vaksin covid kemarin bisa cuan sampai 400 trilyun..<br>Mreka hanya pebisnis yg ga ???¶?¯ rugi..<br>Ketika vaksin nya gagal mreka berkata &quot;itu karna virusnya bermutasi&quot;<br>Tpi ktika berhasil mreka terus mengkampanye- kan kebersailanya";15/05/2025 20:10
345;@Windshearahead;Elite Global mau jualan vaksin, karena mau membuat dunia PANDEMI SPARS..;15/05/2025 19:36
346;@hariansampurna9824;Tolol Kemenkes kalau Nerima, orang sehat divaksin;15/05/2025 18:08
347;@ailatifah4710;Jadi takut perang ke tiga ini bikin kaya jombi-jombi;15/05/2025 18:08
348;@Hardiyantoyanto-rq7ox;Negara kaya tpi rakyat dlm kdaan miskin krn pejabatnya mata duitan(korupsi);15/05/2025 18:02
349;@AlgoNudger;"<a href=""https://www.youtube.com/watch?v=GG-sRJM_jLE&amp;t=299"">4:59</a> perhatikan gesturnya.";15/05/2025 17:17
350;@SuperJenonk;Ganti nih Mentri nya..;15/05/2025 15:51
351;@dewi1769-u4r;Ini justru vaksin TBC dan vaksin covid yg akan bnyk membunuh manusia;15/05/2025 15:22
352;@diqindiqin9495;Nyawa rakyat miskin dijual murah buat uji coba...;15/05/2025 15:07
353;@agussugiarto866;Kita jadi kelinci percobaan.;15/05/2025 14:55
354;@huseinphysics277;Kami juga mau buat penelitian. Kita akan melihat 40 org yg Di vaksin dgn 40 org yg tdk Di vaksin;15/05/2025 14:54
355;@bangnas9187;di tempat saya tinggal ada seorang warga telah di aknosa TBC oleh doktor tapi sampai saat ini masih hidup sudah berumur 50 THN  tapi keluaganya ayah ibu istrinya dan anak anaknya sehat tak pernah tertular oleh TBC tsb  dari penya yg iya derita;15/05/2025 13:08
356;@herrywerbabkay4559;Vaksin pertama tlg di uji coba ke pa menteri dan keluarga;15/05/2025 12:42
357;@badri.channel.1;Saya mendukung vaksin TBC krn penyakit ini sangat bahaya dan sangat cepat penularannya. Pengobatan nya smpai 2 tahun pling cpat  9 bln. Klw pun kita sembuh otomatis gx bs kerja berat lg.  Klw tdk percaya silakan lihat pasien yg brkunjung di poli paru di tiap rumah sakit di wilayah masing?˝.;15/05/2025 12:20
358;@AfrizalRizal-u3d;Pak Menkes orang pertama cocok tu..;15/05/2025 12:14
359;@samsuarsamad4870;Fokus saja perbaiki ekonomi rakyat maka TBC akan berkurang dgn sendirinya;15/05/2025 12:04
360;@HenkyheratmoHeratno;Orang  sakit asma sebelum covid  eeh pas covid  di RS  suruh  tandatangan jadi penderita covid  ndibayar 3 juta  dr RS;15/05/2025 10:56
361;@HenkyheratmoHeratno;Aneh vaksin  kok pemaksaan lewat kepolisian  jelas 2 efeknya sekarang bukannya tambah sehat tp  banyak yg mati  setelah di rawat  r s;15/05/2025 10:52
362;@HenkyheratmoHeratno;Seperti  covid 19  itu conpirasi  who utkengurangi nyawa penduduk  pribumi;15/05/2025 10:49
363;@Chi_Namons07;coba si bill gates suruh vaksin dulu , berani ga? abis itu para pejabat?˝ dulu, berani gak? jgn apa?˝ harus rakyat yg nangung;15/05/2025 10:23
364;@IbuLilis-rp3xi;Ada kmentrian  dlm  kesehatan  disogok untuk  gerak  vaksin  tbc;15/05/2025 10:09
365;@IbuLilis-rp3xi;HATI2  CONTOH CORONA   DITIPU    VSKSIN  UNTUK  MEMBUNUH  SRCADA  BERTAHAP   KLO SAKIT  MENDINH BRROBAT  SENDIRI   JGN  MAU  DI GRATIS  ATO  DI VAKSIN BYP  DIBAYAR,   HERAN KAM,, HATI2   KITA  DITIPU   SI  MISTER  DI UYUS  DR  NEGARA  CHINA   DENGAN  DALIH  S MR  ORG TERKAYA  DIDUNIA    JGN  MAU  DIBEGOIN   HATI2  VSKSIN APAPUN  ,DULU  CORONA  JUGA    NIPU,   ORANG  INDONESIA  MAU  BAE  DI  TIPU  DI  KADALIN  DGN  VAKSIN  HATI3  VAKSIN  TBC  JHN MAU;15/05/2025 10:09
366;@masjrong5885;proyek bangsat ini.selalu menekan dan bikin susah bikin goblok rakyat ini .tangkap itu pelaku yg memasukkan program vaksin itu.covid itu bisnis yg menekan rakyat.tangkap semua.ini kejahatan didalam negara yg bermain orang dalam.rakyat muak;15/05/2025 09:33
367;@januri629;Data kematian BGS gak jelas, orang mati kecelakaan, dibilang karena TBC, seperti zaman covid, orang mati jatuh dibilang kena civid, orang mati karena melahirkan dibilang kena covid <br>Tolak vaksin !!!!;15/05/2025 07:34
368;@bapaqghaaziy6780;Apakah ada  perjajian yg menguntungkan bila vaksin  ill gate gagal  buat pasien ?? Mohon publikasi isi perjanjian nya;15/05/2025 06:54
369;@yuliantopml1232;Ngibul aja lah.;15/05/2025 06:42
370;@safrudinr5740;Suntik duluh pejabat  istri anaknya  ..rakyat ngga mau di bodohkan seperti kovid.Indonesia negara tai kucing;15/05/2025 05:58
371;@Blackboom2012;Skip kalo pemerintah yg jelasin kang tipu;15/05/2025 05:47
372;@tutusernawati1066;Sekarang hati2 klo flu di TBC kan;15/05/2025 05:12
373;@Buahorganikmedan;Yang mematikan masyarakat itu bukan penyakit tapi karna gak makan pukimak.;15/05/2025 05:12
374;@andirijal9033;Untungnya vaksin covid tak satupun masuk ke tubuhku selama hampir 3 tahun pandemi.;15/05/2025 04:36
375;@MariaJarjaz-jm8hf;preettt;15/05/2025 03:27
376;@selitaglorya9410;pemimpin busuk;15/05/2025 03:13
377;@teddy_wannaru1990;y kau saja dlu yg jd  tikus prcobaan sma smua menteri2 yg  trutama pra korup itu ??êÅ????????;15/05/2025 02:55
378;@AbidiAbidi-u9e;Uda gak percaya bahwa Allah itu ada;15/05/2025 01:09
379;@tonnyasgar678;Klw memang blm tau cocok tdk nya vaksin ini untuk masyrakat kita knp pa mentri tetep kita hrs d vaksin....ksh penjelasan yg bs d cerna oleh masyarakat ....;15/05/2025 00:21
380;@ReziAnada;Omong kosong banyak rs kemaren yg tidak terkena covid di vonis covid,,<br>Sudahlah pemerintah ini pikirin saja indonesia bisa maju gk sah yg lain ????;15/05/2025 00:03
381;@anisletuna5784;SYA SLLU INGAT KATA2 BAPAK DARMA PONGREKUN..beliau perna mengatakn Di bln mei akan ada vaksin dan 100% terjadi;14/05/2025 23:42
382;@Clipmaster0407;inget guys dulu BG prnah bahas soal depopulasi ????;14/05/2025 23:33
383;@user123-xp1kj;Kabinet suruh uji coba vaksin tbc;14/05/2025 22:41
384;@botgamers4140;Vaksin covid juga gw kagak, apa lagi ini vaksin tbc. SORRY YEE SORRY YEEE BILL GATE????;14/05/2025 22:30
385;@antonarsenio1873;Njir pemerintah mikirnya sukses mulu.. Tender lu kantongin tar giliran rakyat lu jdi mayat akibat vaksin paling bisanya bilang ini musibah.. Zholim zholim..;14/05/2025 21:17
386;@abdi2992;Itu sama saja pak klu rakyat sebagai kelinci percobaan, cuma kalimat anda dibelok belokkan, Apalagi utk berpartisipasi dlm penggunannya..;14/05/2025 21:14
387;@jokosantoso7015;BARU BERAPA BULAN  MENJABAT SUDAH MUAKKK SAJA SAMA PEMIMPIN NEGRI INI;14/05/2025 21:02
388;@BobMarley-cm7uu;Dia bukan dokter dia pedagang yang pasti dia kejar cuan;14/05/2025 20:55
389;@ahimsahanif6484;Karna kita rakyat punya perwakilan yg namanya De pe er Coba suntikan dlu ke mereka. Jangan takut teman2..;14/05/2025 20:55
390;@okeohno1641;Kenapa harus rakyat yg jadi korban.<br>Pada banyak rakyat yg menolak..;14/05/2025 20:51
391;@romdanihbae2029;Knp ga kamboja aja buat uji coba,;14/05/2025 20:40
392;@shieladarwis5149;Percobaan harusnya para Mentri noh duluan...ma wapres Ben metong ndisik????;14/05/2025 20:35
393;@suryonoyono1537;Jawabane ra komoeten,,mentri sak keluargane kon vaksin;14/05/2025 20:13
394;@SamiRahayu-v2b;Biar aja bu pak  dak usah saya pademik kearen  saya jadi gak bisa kerja kaya belum paksin tuhan maha tau pak mekes bp dulu yg di sutik;14/05/2025 19:56
395;@albertsutanto1419;Penipu Tingkat internasional saya dr awal tlh menolak vaksin covid 19 plus vaksin yg akan datang;14/05/2025 19:52
396;@ArdibintomarisaHasriana;Yang harus di uji coba menkes nya dulu dan jajarannya...;14/05/2025 19:36
397;@maxilainata387;Kenapa kita orang Indonesia selalu berpikir Negatifnya duluan?? TBC ini adalah penyakit menular yang menjadi mesin pembunuh, kasihan mereka yang telah mengidap TBC, Harus menderita berbulan - bulan untuk melawan TBC, apabila mereka menularkan kepada orang2 terdekat, kerabat atau keluarganya akibat dari informasi sesat dan kita tidak melakukan apa2 untuk memberantas TBC dengan menggunakan akses Vaksin Bagus ini, 5 tahun lagi Rakyat Indonesia sakit TBC lebih dari 50 % penduduknya,,,,apa gak bahaya???;14/05/2025 19:26
398;@MarjukiRealme;Nayawa di buat uji coba pikir dulu pk ini nyawa rakyat di pertaruh kan entah jangkah pendek maupun jangkah panjang;14/05/2025 19:25
399;@eddywarman4576;Rakyat negeri ini, di jual di gadaikan oleh penguasa utk jadi kelinci percobaan dg imbalan duit hibah 2,5triliyun yg masuk kantong...<br>Rakya amerika aja tdk mau jadi kelinci percobaan vaksin tbc produk amerika..<br>Beginilah jika milih pemimpin mantan penculik rajanya kkn   nipuiin rakyat, kekayaan alam di gadain sampai rakyat nya sendiri dia gadain jadi kekinci percobaan demi memperkaya diri...<br>Bukan rahasiah umum , setiap yg bikin resep obat tertentu pasti dpt duit imbalan dri produsen obat ituuu;14/05/2025 19:24
400;@mudmud132;"Ora sudi pak dvaksin ,vaksin itu hya u/ mengendalikan  kta jgn mau...gila ini ,ini mlangar ham ..memaksa orang u/ vaksin peejabat  apa g mikir ,kta udah dkarunia dri allah daya tahan tubuh alami ngapain pakai vaksin ini ma buat bisnis ,g sudi sy mudah&quot;an sluruh rakyat indonesia menolak ,itu akal&quot;an aj ,klau udah dvaksin nanti akan kebal dgn obat lain dan nanti akan kecanduan dvaksin apa gk gila ini";14/05/2025 19:13
401;@liakayla-z7o;Aneh jua ne supaya kita cepat matian buhanya ae jdi jgn mau dvaksin,hmmmmmmmmm,suruh anak2 pjbat aj kita jgn mau;14/05/2025 18:26
402;@Pancaregang-e3n1u;Jangan ikut2an bil gate.... Yahudi.... Insya allah kita mah aman;14/05/2025 18:21
403;@sachannel30;Kepentingan global,di jawab dengan gagap;14/05/2025 18:20
404;@sachannel30;Setiap manusia itu memiliki kekebalan tubuh langsung dari tuhan,,orang yg berada di hutan juga sehat2 pak tanpa vaksin tanpa obat2an;14/05/2025 18:19
405;@sachannel30;Program pengurangan jumlah penduduk dunia;14/05/2025 18:15
406;@MuhammadNoor-q5n;Ganti menteri budaknya who;14/05/2025 17:48
407;@dedemustopha8145;gw yg awam bakteri TBC ini bandel cok, tahan asam tahan basa. Klo disebar masar bisa jadi penyakit masal.;14/05/2025 17:44
408;@toronton2147;Kalau ada cacat, dan meninggal siapa yang bertanggung jawab karena make vaksin uji  Coba ????????????;14/05/2025 17:23
409;@scorpio2727;Jawabannya muter ?˝ and gak akurat by data????;14/05/2025 16:51
410;@OppoGroup-c6y;Uji coba dulu sama antek antek global itu;14/05/2025 16:50
411;@OppoGroup-c6y;Indonesia aman aman saja jangan dengarkan antek antek gloal itu ..;14/05/2025 16:48
412;@NisaArdani-c7w;Saya jg nggk pernah mau di vaksin;14/05/2025 16:47
413;@NisaArdani-c7w;Alloh udah memberikan kekebalan alami pd manuasia ngapain  pakek vaksin buatan manusia hadeh mikir susah banget;14/05/2025 16:46
414;@joejojhojhoan619;???? pemerintah jual nyawa rakyatnya ????;14/05/2025 16:08
415;@JohanJoe-i7t;Bill git SETAN ( IlUMINITY);14/05/2025 16:08
416;@aprilsabina2196;Kami manusia bukan klinci se enaknya mau buat percobaan fakzin;14/05/2025 15:23
417;@norris-i1i;Ih siapa yang mau coba luh, gede rasa amat luh jadi orang;14/05/2025 16:09
418;@aprilsabina2196;Tolak fakzin tbc dari asiiing;14/05/2025 15:18
419;@tettyannyhotmida35;TOLONG SAMPAIKAN MENKES, OBAT YANG DIBUTUHKAN PASIEN SAAT INI SAJA YANG DIPIKIRI. DARI MINGGU KE MINGGU OBAT BERPULUH JENIS KOSONG MELULU. APA BPJS UDAH BANGKRUT,  ATAU HANCUR;14/05/2025 15:12
420;@shushiati6756;Saya mau mati karna allah swt.Éù?<br>Dan bukan karena vaksinasi. Titekk;14/05/2025 14:42
421;@norris-i1i;Iya iyaaaa terserah luh, gw sih perintah semua anak gw vaksin titik ????;14/05/2025 16:09
422;@Ensl-b8m;kalau dah buat klarifikasi ya ytta <br>mirip promosi covid.;14/05/2025 14:27
423;@SalimAim-e7f;Haa negara miskin bodoh mksd nya pak mentri? Gak bisa bikin obat penyakit sendiri? Miskin negara pak bowo? Mengjina!;14/05/2025 14:26
424;@Mansur-zf5qv;Suntik saja anakmu buat uji coba;14/05/2025 14:13
425;@Mansur-zf5qv;Anak mu nanti di uji coba pak oke jangan asal ngomong tapi anda tidak melakukannya di keluargamu;14/05/2025 14:13
426;@irmaroosyana7697;MENKESNYA  BUKAN DOKTER, BUKAN ORANG KESEHATAN TAPI BANKIR, ORANG KEUANGAN JADI ENGGA NGERTI KESEHATAN DAN ENGGA PEDULI KESEHATAN RAKYAT,  YANG PENTING TERIMA UANG, PECAT AJA SI BUDI, KALAU BUKAN AHLINYA YANG MEMEGANG SUATU URUSAN MEMANG HANYA KEHANCURAN SAJA YANG MENANTI SESUAI DENGAN HADITS NABI, BUDI ADALAH CONTOH NYATA DARI HADITS ITU.;14/05/2025 14:12
427;@Mansur-zf5qv;Kecil boz.. kematian TBC di indonesia yang banyak itu hibah nya sayang kalo di tolak dari bel gedes;14/05/2025 14:11
428;@caristrisetiyono853;Para kes??hatan aja dulu YG di vaksin;14/05/2025 14:11
429;@hadihadi7492;Yang berobat orang yang sakit saja bos????;14/05/2025 14:09
430;@Bardiman-xu4ce;menkes dan pejabat lainnya, kasih contoh rakyatnya, kalian divaksin duluan, dengan pemantauan umum dan independen;14/05/2025 13:22
431;@DavidSiregar-h4w;Kok repot kali bill gate urus org lain???;14/05/2025 13:12
432;@BOLD-e7S;Pengalihan Berita ....;14/05/2025 13:02
433;@BOLD-e7S;"Senetron lagi....&quot;pandemi jilid 2&quot;.....corona thn kmrin  lebih kejam Dokternya... kmana tanggung jwb nya??<br>Rakyat harus kompak....";14/05/2025 13:02
434;@tvnongol547;Gk kepake menkes kaya gini enakan ibu Siti Fadilah yg jd menkes sdh terbukti lolos pandemi flu burung hanya dia yg brani lawan who dan negara lain mengakui kebenaran ibu siti fadilah.;14/05/2025 12:48
435;@ReonaldoNiko;Udalah Menkes !!!!!!!!!Cooivit itu buatan Para elit dan kerjasama dgnparamedis itu uangnya buat para pemimpin dan nyawa rakyat miakin jadi taruhannya sekarang TBC ??????? Gegara miskin dikorupsi para pejabat kalian durjana makan uang rakyat dan nyawa rakyat dicabut;14/05/2025 12:46
436;@tvnongol547;Uji coba vaksin tbc  sama bapak mentri kesehatan istri anak bapak smua coba tes dulu liat slma 3 th klo bagus bolehlah ke rakyat.;14/05/2025 12:41
437;@AinomaruZahida;Ogah mau d vaksin lagi;14/05/2025 11:44
438;@abdulyo1893;Negara miskin karena koruptor. Negara kita bukan negara miskin tapi dimiskinkan ????;14/05/2025 11:24
439;@RahmadKopral;Jualan apa Pak???;14/05/2025 11:12
440;@Daigopetstreettv;Kita apresiasi  kehebatan menkes yang enggak ada gunanya. Enggak bisa nyiptain vaksin sendiri;14/05/2025 11:03
441;@ahmad_er602;"Menteri goblok <a href=""https://www.youtube.com/watch?v=GG-sRJM_jLE&amp;t=279"">4:39</a>";14/05/2025 10:58
442;@dededwi1583;Gemana ngga miskin pejabat korupsi ratusan ko trilyun satu orang avislah duit negara digigitin tikus rakus ngga kenyang kenyang belum lagi dari luar yang emas nikel bosit batu bata timah sawit la pokonya banyak kekayaan negara yang mubazir;14/05/2025 10:51
443;@dededwi1583;Alloh saja ngga pernah memaksa untuk patuh pada aturannya masa ini aturananusia maksa melebihi aturan Alloh mau ngga yang bikin aturan maksa kalo dia sendiri di paksa enak ngga di paksa;14/05/2025 10:44
444;@HusnulKhotimah-i4j;Cukup para pejabat divaksin  ???ú;14/05/2025 10:36
445;@dededwi1583;Ya bil getes ngasih duit buat nyogok biar di bolehin nanti dapatnya dari jual faksin juga puluhan kali lipat dah gitu mudah masuk racun ke tubuh orang indo nabing mbunuh di lemahkan dulu secara perlahan;14/05/2025 10:26
446;@dedekustiawan1409;Ini mentri mending di ganti aj membuat cemas rakyat Indonesia, mending di ganti aj sama bu ida pauziayah ...dulu aj orang tua orang tua jaman dulu tidak vaksin lebih baik umur nya lebih panjang di banding kan orang tua jaman sekarang;14/05/2025 10:20
447;@dededwi1583;Ya masal makanya yang di deketi pemerintah biar ngluarin kebijakan wajib faksin biar mati masal mudah ke jako semua tanpa perang licik emang amrik biar pemerentah yang maksa rakyat wajib faksin kalo ngga faksin di cari sampai kolong;14/05/2025 10:18
448;@lamongan1710;"Aku pribadi menolok buwat kelinci percobaan.. mending pemimpin dlu yg du uji coba baru rakyat&#39;y";14/05/2025 10:13
449;@dededwi1583;Ayo kita jangan mau terus di bodohi sama negara kafir yang ongin merebut Indonesia dengan cara alus tanpa perang karena mau menguasai fripot lagi mari rame rakyat kompak menolak di faksin jangan mau di bodohi sama amerika kenapa ngga di negara sendiri dulu;14/05/2025 10:12
450;@andrealini629;Sejahterakan rakyat, maka setiap rumah tangga bisa memberikan gizi dan kehidupan yg baik buat keluarganya masing?˝, vaksin zat kimia pasti ada efek samping, pakai yg alami, jika masy makmur mereka bisa mencari makanan sehat atau obat?˝an alami sendiri tanpa perlu dpt hibah atau apalah itu mkaad dan tujuan trial?˝ vaksin. Miris kali rakyat indo jadi tumbal, brantas korupsi, makmurkan rakyat. Pasti tingkat penyakit menurun. Allahuakbar! ???ú;14/05/2025 10:07
